"code","excluded","topic","type","delivery","level","hasOnDemand","onDemandUrl","captionFileLink","ogImage","title","oneliner","tags","speakers","start"
"LAB511-R3","False","Cloud platform & data","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776352569123001PtCu_20260512030501707.avif","Create advanced Postgres-powered agentic apps with Azure HorizonDB","In this lab, you’ll build a production-ready AI agent using Azure HorizonDB as a unified data, retrieval, and intelligence layer.","CP&D|Data|Azure HorizonDB","Jonathon Frost, Denzil Ribeiro","2026/06/03 22:00:00"
"LAB511","False","Cloud platform & data","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018706600001rvpY_20260512021748861.avif","Create advanced Postgres-powered agentic apps with Azure HorizonDB","In this lab, you’ll build a production-ready AI agent using Azure HorizonDB as a unified data, retrieval, and intelligence layer.","CP&D|Data|Azure HorizonDB","Jonathon Frost, Denzil Ribeiro","2026/06/02 22:00:00"
"LAB511-R2","False","Cloud platform & data","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776352494301001L5z6_20260512030452284.avif","Create advanced Postgres-powered agentic apps with Azure HorizonDB","In this lab, you’ll build a production-ready AI agent using Azure HorizonDB as a unified data, retrieval, and intelligence layer.","CP&D|Data|Azure HorizonDB","Jonathon Frost, Denzil Ribeiro","2026/06/03 16:00:00"
"LAB511-R1","False","Cloud platform & data","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776352246322001HrUv_20260512030439791.avif","Create advanced Postgres-powered agentic apps with Azure HorizonDB","In this lab, you’ll build a production-ready AI agent using Azure HorizonDB as a unified data, retrieval, and intelligence layer.","CP&D|Data|Azure HorizonDB","Jonathon Frost, Denzil Ribeiro","2026/06/03 1:30:00"
"LABSP581-R1","False","Agents & apps","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1778169059666001AjrV_20260514205203930.avif","Create AI-powered video analytics apps with NVIDIA vision agents","Build AI-powered video applications using the NVIDIA Video Search and Summarization (VSS) blueprint.","Agents","Clement Pakkam Isaac, Shuo-jen Wu, Alexander Zeltov","2026/06/03 22:00:00"
"LABSP581","False","Agents & apps","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1778169123640001kYEh_20260514205217415.avif","Create AI-powered video analytics apps with NVIDIA vision agents","Build AI-powered video applications using the NVIDIA Video Search and Summarization (VSS) blueprint.","Agents","Clement Pakkam Isaac, Shuo-jen Wu, Alexander Zeltov","2026/06/03 20:15:00"
"LAB530","False","Agents & apps","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018702532001rk3p_20260601103305976.avif","Engineering agents that reason, act, and adapt","Lost in San Francisco with a deadline to make it to Build, you’ll code an AI agent using Foundry Agent Service, Foundry IQ, and Foundry Tools.","Agents|Developer|Foundry IQ|Microsoft Foundry|MCP|Production Systems","Anthony Bartolo, Gustavo Cordido","2026/06/02 19:30:00"
"LAB530-R1","False","Agents & apps","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776360325086001HnPa_20260601103531211.avif","Engineering agents that reason, act, and adapt","Lost in San Francisco with a deadline to make it to Build, you’ll code an AI agent using Foundry Agent Service, Foundry IQ, and Foundry Tools.","Agents|Developer|Foundry IQ|Microsoft Foundry|MCP|Production Systems","Anthony Bartolo, Gustavo Cordido","2026/06/02 23:45:00"
"LAB530-R3","False","Agents & apps","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776360405653001aIr8_20260601103549750.avif","Engineering agents that reason, act, and adapt","Lost in San Francisco with a deadline to make it to Build, you’ll code an AI agent using Foundry Agent Service, Foundry IQ, and Foundry Tools.","Agents|Developer|Foundry IQ|Microsoft Foundry|MCP|Production Systems","Anthony Bartolo, Gustavo Cordido","2026/06/03 22:00:00"
"LAB530-R2","False","Agents & apps","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776360366067001DqfL_20260601103540974.avif","Engineering agents that reason, act, and adapt","Lost in San Francisco with a deadline to make it to Build, you’ll code an AI agent using Foundry Agent Service, Foundry IQ, and Foundry Tools.","Agents|Developer|Foundry IQ|Microsoft Foundry|MCP|Production Systems","Anthony Bartolo, Gustavo Cordido","2026/06/03 3:15:00"
"LAB532","False","Agents & apps","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774979447835001AKSK_20260512024557679.avif","From data to context: Agent‑ready knowledge with Foundry IQ","What if your coding agent could reason over enterprise knowledge—across files, data, and work signals—without leaving your developer workflow?","Developer|Foundry IQ|Microsoft Foundry|MCP|GitHub Copilot CLI|Context Engineer|Grounding","Ayca Bas, Pamela Fox","2026/06/02 22:00:00"
"LAB532-R1","False","Agents & apps","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776360719583001Dofy_20260512031046201.avif","From data to context: Agent‑ready knowledge with Foundry IQ","What if your coding agent could reason over enterprise knowledge—across files, data, and work signals—without leaving your developer workflow?","Developer|Foundry IQ|Microsoft Foundry|MCP|GitHub Copilot CLI|Context Engineer|Grounding","Ayca Bas, Pamela Fox","2026/06/03 1:30:00"
"LAB532-R4","False","Agents & apps","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1780442081081001YH4n_20260603161356939.avif","From data to context: Agent‑ready knowledge with Foundry IQ","What if your coding agent could reason over enterprise knowledge—across files, data, and work signals—without leaving your developer workflow?","Developer|Foundry IQ|Microsoft Foundry|MCP|GitHub Copilot CLI|Context Engineer|Grounding","Ayca Bas, Pamela Fox","2026/06/03 23:45:00"
"LAB532-R2","False","Agents & apps","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776360817264001XOd9_20260512031054925.avif","From data to context: Agent‑ready knowledge with Foundry IQ","What if your coding agent could reason over enterprise knowledge—across files, data, and work signals—without leaving your developer workflow?","Developer|Foundry IQ|Microsoft Foundry|MCP|GitHub Copilot CLI|Context Engineer|Grounding","Ayca Bas, Pamela Fox","2026/06/03 17:45:00"
"LAB532-R3","False","Agents & apps","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776361002095001Etx9_20260512031104922.avif","From data to context: Agent‑ready knowledge with Foundry IQ","What if your coding agent could reason over enterprise knowledge—across files, data, and work signals—without leaving your developer workflow?","Developer|Foundry IQ|Microsoft Foundry|MCP|GitHub Copilot CLI|Context Engineer|Grounding","Ayca Bas, Pamela Fox","2026/06/03 20:15:00"
"LAB501","False","Developer tools & frameworks","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018710899001rSa9_20260601103315878.avif","From zero to deployed on Azure with AI agents","What happens when you let AI agents do the building?","Azure|Agents|Developer|GitHub Copilot|GitHub|Deployment Pipelines|GitHub Actions|GitHub Copilot CLI|DevTools|Agentic SDLC","Yun Jung Choi, Lori Fraleigh","2026/06/02 19:30:00"
"LAB501-R3","False","Developer tools & frameworks","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776359074567001kHS1_20260601103444226.avif","From zero to deployed on Azure with AI agents","What happens when you let AI agents do the building?","Azure|Agents|Developer|GitHub Copilot|GitHub|Deployment Pipelines|GitHub Actions|GitHub Copilot CLI|DevTools|Agentic SDLC","Yun Jung Choi, Lori Fraleigh","2026/06/03 23:45:00"
"LAB501-R1","False","Developer tools & frameworks","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776358971772001LFiZ_20260601103428388.avif","From zero to deployed on Azure with AI agents","What happens when you let AI agents do the building?","Azure|Agents|Developer|GitHub Copilot|GitHub|Deployment Pipelines|GitHub Actions|GitHub Copilot CLI|DevTools|Agentic SDLC","Yun Jung Choi, Lori Fraleigh","2026/06/02 23:45:00"
"LAB501-R2","False","Developer tools & frameworks","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776359029094001ZbMV_20260601103436492.avif","From zero to deployed on Azure with AI agents","What happens when you let AI agents do the building?","Azure|Agents|Developer|GitHub Copilot|GitHub|Deployment Pipelines|GitHub Actions|GitHub Copilot CLI|DevTools|Agentic SDLC","Yun Jung Choi, Lori Fraleigh","2026/06/03 17:45:00"
"LABSP584-R1","False","Developer tools & frameworks","Lab","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1778176056798001ia4D_20260512153456630.avif","Generate video with PyTorch and ComfyUI: Build a GPU pipeline","Build a video generation pipeline using open-source models and GPU acceleration.","AI|API|Developer","Daniel Wang","2026/06/03 22:00:00"
"LABSP584","False","Developer tools & frameworks","Lab","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1778176006868001y5Tl_20260512153444829.avif","Generate video with PyTorch and ComfyUI: Build a GPU pipeline","Build a video generation pipeline using open-source models and GPU acceleration.","AI|API|Developer","Daniel Wang","2026/06/02 22:00:00"
"LAB520-R2","False","Working with models","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776359765604001WmQt_20260512030850171.avif","Get Started with Models in Microsoft Foundry to Build AI Apps","In this hands-on lab, you will build a production-ready AI application using Microsoft Foundry, with no fine-tuning or deep machine learning expertise required.","","Aaron Powell, Lee Stott","2026/06/03 17:45:00"
"LAB520","False","Working with models","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018714689001r71M_20260512022615558.avif","Get Started with Models in Microsoft Foundry to Build AI Apps","In this hands-on lab, you will build a production-ready AI application using Microsoft Foundry, with no fine-tuning or deep machine learning expertise required.","","Aaron Powell, Lee Stott","2026/06/02 23:45:00"
"LAB520-R1","False","Working with models","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776359702025001LwJ7_20260512030832747.avif","Get Started with Models in Microsoft Foundry to Build AI Apps","In this hands-on lab, you will build a production-ready AI application using Microsoft Foundry, with no fine-tuning or deep machine learning expertise required.","","Aaron Powell, Lee Stott","2026/06/03 3:15:00"
"LAB520-R3","False","Working with models","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776359808899001Crgd_20260512030904397.avif","Get Started with Models in Microsoft Foundry to Build AI Apps","In this hands-on lab, you will build a production-ready AI application using Microsoft Foundry, with no fine-tuning or deep machine learning expertise required.","","Aaron Powell, Lee Stott","2026/06/03 22:00:00"
"LAB512-R1","False","Cloud platform & data","Lab","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776352900455001EisK_20260526104924384.avif","Hands-on with the latest Cobalt VMs – from code to cloud deployment","Roll up your sleeves and get hands-on with the latest Azure Cobalt VMs.","","Gova Babu, Jamshed Damkewala","2026/06/03 1:30:00"
"LAB512-R2","False","Cloud platform & data","Lab","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776352984417001WH5S_20260526104932979.avif","Hands-on with the latest Cobalt VMs – from code to cloud deployment","Roll up your sleeves and get hands-on with the latest Azure Cobalt VMs.","","Gova Babu, Jamshed Damkewala","2026/06/03 16:00:00"
"LAB512","False","Cloud platform & data","Lab","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018706761001rzGW_20260526104826932.avif","Hands-on with the latest Cobalt VMs – from code to cloud deployment","Roll up your sleeves and get hands-on with the latest Azure Cobalt VMs.","","Gova Babu, Jamshed Damkewala, Amar Dhamdhere","2026/06/02 22:00:00"
"LAB512-R3","False","Cloud platform & data","Lab","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776353082847001qHtf_20260526104941010.avif","Hands-on with the latest Cobalt VMs – from code to cloud deployment","Roll up your sleeves and get hands-on with the latest Azure Cobalt VMs.","","Gova Babu, Jamshed Damkewala","2026/06/03 22:00:00"
"LAB521","False","Working with models","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018714998001rxIG_20260602111507522.avif","Improving agent behavior using reinforcement learning from traces","AI agents often work, but their behavior can be inconsistent or hard to control with prompts alone.","","Alicia Frame, Chris Noring","2026/06/02 19:30:00"
"LAB521-R1","False","Working with models","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776359982094001PTZO_20260602111547223.avif","Improving agent behavior using reinforcement learning from traces","AI agents often work, but their behavior can be inconsistent or hard to control with prompts alone.","","Alicia Frame, Chris Noring","2026/06/03 16:00:00"
"LAB521-R3","False","Working with models","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776360092302001Lhai_20260602111606636.avif","Improving agent behavior using reinforcement learning from traces","AI agents often work, but their behavior can be inconsistent or hard to control with prompts alone.","","Alicia Frame, Chris Noring","2026/06/03 23:45:00"
"LAB521-R2","False","Working with models","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776360031907001bykn_20260602111556459.avif","Improving agent behavior using reinforcement learning from traces","AI agents often work, but their behavior can be inconsistent or hard to control with prompts alone.","","Alicia Frame, Chris Noring","2026/06/03 20:15:00"
"LAB502","False","Developer tools & frameworks","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018711063001rGl0_20260512022314207.avif","Make GitHub Copilot Work Your Way: Custom Tools, Context and Workflows","GitHub Copilot is powerful out of the box, but custom agents let you shape it to fit your team's exact workflows.","Agents|Developer|GitHub Copilot|GitHub|Visual Studio Code|MCP|GitHub Actions|GitHub Enterprise|VS Code|GitHub Copilot CLI|Visual Studio|DevTools|Skills|Agentic SDLC","Josh Johanning, Tiago Pascoal","2026/06/02 22:00:00"
"LAB502-R3","False","Developer tools & frameworks","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776359309310001HGOK_20260512030815653.avif","Make GitHub Copilot Work Your Way: Custom Tools, Context and Workflows","GitHub Copilot is powerful out of the box, but custom agents let you shape it to fit your team's exact workflows.","Developer|GitHub Copilot|GitHub|Visual Studio Code|MCP|GitHub Actions|GitHub Enterprise|VS Code|GitHub Copilot CLI|Visual Studio|DevTools|Skills|Agentic SDLC","Josh Johanning, Tiago Pascoal","2026/06/03 23:45:00"
"LAB502-R1","False","Developer tools & frameworks","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776359208408001Ltgx_20260512030749644.avif","Make GitHub Copilot Work Your Way: Custom Tools, Context and Workflows","GitHub Copilot is powerful out of the box, but custom agents let you shape it to fit your team's exact workflows.","Developer|GitHub Copilot|GitHub|Visual Studio Code|MCP|GitHub Actions|GitHub Enterprise|VS Code|GitHub Copilot CLI|Visual Studio|DevTools|Skills|Agentic SDLC","Josh Johanning, Tiago Pascoal","2026/06/03 16:00:00"
"LAB502-R2","False","Developer tools & frameworks","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776359255833001PeKh_20260512030802034.avif","Make GitHub Copilot Work Your Way: Custom Tools, Context and Workflows","GitHub Copilot is powerful out of the box, but custom agents let you shape it to fit your team's exact workflows.","Developer|GitHub Copilot|GitHub|Visual Studio Code|MCP|GitHub Actions|GitHub Enterprise|VS Code|GitHub Copilot CLI|Visual Studio|DevTools|Skills|Agentic SDLC","Josh Johanning, Tiago Pascoal","2026/06/03 20:15:00"
"LAB540-R1","False","Responsible AI","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776361357242001qdUU_20260522172514783.avif","Observe, optimize and protect your hosted agents in Microsoft Foundry","Modern agents fail in ways traditional monitoring can’t catch.","Microsoft Foundry|Responsible AI|Evaluations","Nitya Narasimhan","2026/06/02 23:45:00"
"LAB540-R2","False","Responsible AI","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776361410272001Daog_20260512031131344.avif","Observe, optimize and protect your hosted agents in Microsoft Foundry","Modern agents fail in ways traditional monitoring can’t catch.","Microsoft Foundry|Responsible AI|Evaluations","Nitya Narasimhan, Filisha Shah","2026/06/03 3:15:00"
"LAB540","False","Responsible AI","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018717379001rjIM_20260512022838442.avif","Observe, optimize and protect your hosted agents in Microsoft Foundry","Modern agents fail in ways traditional monitoring can’t catch.","Observability|Microsoft Foundry|Responsible AI|Evaluations","Nitya Narasimhan, Filisha Shah","2026/06/02 19:30:00"
"LAB540-R3","False","Responsible AI","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776361505443001EPkN_20260512031149057.avif","Observe, optimize and protect your hosted agents in Microsoft Foundry","Modern agents fail in ways traditional monitoring can’t catch.","Microsoft Foundry|Responsible AI|Evaluations","Nitya Narasimhan, Filisha Shah","2026/06/03 17:45:00"
"LABSP585-R1","False","Working with models","Lab","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1778176521688001oio0_20260529232611156.avif","Reinforcement learning and local models on AMD Ryzen™ AI MAX+ with Unsloth","Learn how to fine-tune AI models fully locally on AMD Ryzen™ AI MAX+ processors using Unsloth in this beginner to intermediate, instructor-led, hands-on work...","Agents","Daniel Han, Michael Han","2026/06/03 17:45:00"
"LABSP585","False","Working with models","Lab","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1778176155158001xGtI_20260529232542670.avif","Reinforcement learning and local models on AMD Ryzen™ AI MAX+ with Unsloth","Learn how to fine-tune AI models fully locally on AMD Ryzen™ AI MAX+ processors using Unsloth in this beginner to intermediate, instructor-led, hands-on work...","Agents","Daniel Han, Michael Han","2026/06/02 23:45:00"
"LAB514-R4","False","Cloud platform & data","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1780454779879001kZH6_20260603161415148.avif","Ship AI apps fast with Rayfin, a new managed backend as a service","Build a field technician productivity app with Rayfin using coding agents.","Microsoft Fabric|CP&D|Data","Chris Anderson, Pratyush Rawat","2026/06/03 22:00:00"
"LAB514-R1","False","Cloud platform & data","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1777582507758001uo3n_20260603024910297.avif","Ship AI apps fast with Rayfin, a new managed backend as a service","Build a field technician productivity app with Rayfin using coding agents.","Microsoft Fabric|CP&D|Data","Chris Anderson, Pratyush Rawat","2026/06/03 3:15:00"
"LAB514","False","Cloud platform & data","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1777471719673001KaB5_20260603024902953.avif","Ship AI apps fast with Rayfin, a new managed backend as a service","Build a field technician productivity app with Rayfin using coding agents.","Microsoft Fabric|CP&D|Data","Chris Anderson, Pratyush Rawat","2026/06/02 22:00:00"
"LAB514-R3","False","Cloud platform & data","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1777471719673001KaB5_20260603024902953.avif","Ship AI apps fast with Rayfin, a new managed backend as a service","Build a field technician productivity app with Rayfin using coding agents.","Microsoft Fabric|CP&D|Data","Chris Anderson, Pratyush Rawat","2026/06/03 20:15:00"
"LAB514-R2","False","Cloud platform & data","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1777582571352001yzY4_20260603024918113.avif","Ship AI apps fast with Rayfin, a new managed backend as a service","Build a field technician productivity app with Rayfin using coding agents.","Microsoft Fabric|CP&D|Data","Chris Anderson, Pratyush Rawat","2026/06/03 17:45:00"
"LAB510-R1","False","Cloud platform & data","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776351873525001qXtv_20260512030406408.avif","Take LLMs from prototype to production on AKS","Moving an AI model from experiment to production is hard.","Azure Kubernetes Service (AKS)​​","Sertaç Özercan, Paul Yu","2026/06/03 16:00:00"
"LAB510-R2","False","Cloud platform & data","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776351995050001EpMc_20260512030420453.avif","Take LLMs from prototype to production on AKS","Moving an AI model from experiment to production is hard.","Azure Kubernetes Service (AKS)​​","Sertaç Özercan, Paul Yu","2026/06/03 20:15:00"
"LAB510-R3","False","Cloud platform & data","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776352166471001LgaH_20260512030429459.avif","Take LLMs from prototype to production on AKS","Moving an AI model from experiment to production is hard.","Azure Kubernetes Service (AKS)​​","Sertaç Özercan, Paul Yu","2026/06/03 23:45:00"
"LAB510","False","Cloud platform & data","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774017128575001xSbY_20260512021100624.avif","Take LLMs from prototype to production on AKS","Moving an AI model from experiment to production is hard.","Azure Kubernetes Service (AKS)​​","Sertaç Özercan, Paul Yu","2026/06/02 23:45:00"
"LAB500-R3","False","Developer tools & frameworks","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776358909696001FtYf_20260512030700140.avif","Terminal to Party: Live-Coding with GitHub Copilot CLI and Hydra","Experience GitHub Copilot CLI while exploring OSS Hydra, a live-coding audio/visual environment that runs directly in the browser.","Agents|Developer|GitHub Copilot|GitHub|GitHub Actions|OSS|GitHub Copilot CLI|DevTools|Agentic SDLC","Christopher Harrison, Toby Padilla","2026/06/03 22:00:00"
"LAB500-R1","False","Developer tools & frameworks","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776358774912001CUxy_20260512030631915.avif","Terminal to Party: Live-Coding with GitHub Copilot CLI and Hydra","Experience GitHub Copilot CLI while exploring OSS Hydra, a live-coding audio/visual environment that runs directly in the browser.","Agents|Developer|GitHub Copilot|GitHub|GitHub Actions|OSS|GitHub Copilot CLI|DevTools|Agentic SDLC|Dev Tools","Christopher Harrison, Toby Padilla","2026/06/03 1:30:00"
"LAB500","False","Developer tools & frameworks","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018710738001rCVC_20260512022246166.avif","Terminal to Party: Live-Coding with GitHub Copilot CLI and Hydra","Experience GitHub Copilot CLI while exploring OSS Hydra, a live-coding audio/visual environment that runs directly in the browser.","Agents|Developer|GitHub Copilot|GitHub|GitHub Actions|OSS|GitHub Copilot CLI|DevTools|Agentic SDLC","Christopher Harrison, Toby Padilla","2026/06/02 22:00:00"
"LAB500-R2","False","Developer tools & frameworks","Lab","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776358861989001xLtg_20260512030647471.avif","Terminal to Party: Live-Coding with GitHub Copilot CLI and Hydra","Experience GitHub Copilot CLI while exploring OSS Hydra, a live-coding audio/visual environment that runs directly in the browser.","Agents|Developer|GitHub Copilot|GitHub|GitHub Actions|OSS|GitHub Copilot CLI|DevTools|Agentic SDLC","Christopher Harrison, Toby Padilla","2026/06/03 17:45:00"
"DEM351","False","Agents & apps","Demo","In-person","(100) Foundational","True","https://medius.microsoft.com/Embed/video-nc/9dbfe949-af78-47ce-b6ed-97552be1217b","","https://medius.microsoft.com/video/asset/Thumbnail/9dbfe949-af78-47ce-b6ed-97552be1217b","AI Skills Navigator: Accelerate tech skills with personalized learning","<p><strong>Introduction and Context:</strong> The session opens with Matt Ernie, Senior Technical Program Manager at Microsoft Global Skilling, welcoming vie...","AI|Copilot|Personalization","Shreenidhi Bindinganavile Ramanuja, Matt Erni","2026/06/03 0:00:00"
"DEM341","True","Responsible AI","Demo","In-person","(200) Intermediate","True","https://medius.microsoft.com/Embed/video-nc/f1e85c0c-4927-4179-bf56-f6ec097af7dc","https://medius.microsoft.com/video/asset/Transcript/f1e85c0c-4927-4179-bf56-f6ec097af7dc","https://medius.microsoft.com/video/asset/Thumbnail/f1e85c0c-4927-4179-bf56-f6ec097af7dc","Any agent, any cloud: Standardized tracing with Foundry+OpenTelemetry","<p><strong>Introduction and Problem Overview:</strong> The session opens with greetings and the speaker introducing themselves as a software engineering mana...","Observability|Microsoft Foundry|Responsible AI|Tracing|Open Telemetry","Nagkumar Arkalgud, Hanchi Wang","2026/06/03 18:50:00"
"DEM365","False","Developer tools & frameworks","Demo","In-person","(300) Advanced","True","https://medius.microsoft.com/Embed/video-nc/0e777bff-486f-41d5-80aa-8a724f6f39f6","https://medius.microsoft.com/video/asset/Transcript/0e777bff-486f-41d5-80aa-8a724f6f39f6","https://medius.microsoft.com/video/asset/Thumbnail/0e777bff-486f-41d5-80aa-8a724f6f39f6","Beyond REST: .NET Apps That Talk to Hardware","<p><strong>Introduction and Session Overview:</strong> The video opens with Jared Rhodes greeting the audience and introducing the session titled ""Beyond RES...","API|Developer|Community|MVP|DevTools","Jared Rhodes","2026/06/03 23:30:00"
"DEM313","False","Cloud platform & data","Demo","In-person","(300) Advanced","True","https://medius.microsoft.com/Embed/video-nc/c757302a-b9f5-461f-b57b-b53fdda2d6cd","https://medius.microsoft.com/video/asset/Transcript/c757302a-b9f5-461f-b57b-b53fdda2d6cd","https://medius.microsoft.com/video/asset/Thumbnail/c757302a-b9f5-461f-b57b-b53fdda2d6cd","Build agentic apps in minutes with Rayfin and Microsoft Fabric","Build an enterprise app in minutes with Rayfin, an agent-friendly, code-first backend-as-a-service.","Microsoft Fabric|CP&D|Data","Chris Anderson, Sunitha Muthukrishna","2026/06/02 19:30:00"
"DEM334","False","Agents & apps","Demo","In-person","(300) Advanced","True","https://medius.microsoft.com/Embed/video-nc/b230adf8-4c48-4bb1-9114-6c6bfd355318","https://medius.microsoft.com/video/asset/Transcript/b230adf8-4c48-4bb1-9114-6c6bfd355318","https://medius.microsoft.com/video/asset/Thumbnail/b230adf8-4c48-4bb1-9114-6c6bfd355318","Build agents where work happens: chats, channels, and meetings in Microsoft Teams","<p><strong>Introduction and Challenges of Agent Communication:</strong> The video begins by explaining the difficulty of maintaining effective communication ...","Agents|Developer|Skills|Enterprise","Lily Du, Umang Sehgal","2026/06/03 18:50:00"
"DEMSP382","False","Agents & apps","Demo","In-person","(300) Advanced","True","https://medius.microsoft.com/Embed/video-nc/c0c8d8d2-d75e-491a-857e-be570cdbd42f","https://medius.microsoft.com/video/asset/Transcript/c0c8d8d2-d75e-491a-857e-be570cdbd42f","https://medius.microsoft.com/video/asset/Thumbnail/c0c8d8d2-d75e-491a-857e-be570cdbd42f","Build AI Apps with Oracle AI Database@Azure, MCP, and GitHub Copilot","<p><strong>Introduction and Overview:</strong> The session opens with an introduction thanking attendees and outlining the topic of discussion — building app...","AI|Azure|Vector Embeddings|API|Agents|MCP|Data","Rajya Laxmi Yellajosyula, Partha Srinivasan","2026/06/03 21:30:00"
"DEM302","False","Developer tools & frameworks","Demo","In-person","(200) Intermediate","True","https://medius.microsoft.com/Embed/video-nc/29007081-8323-476e-8a69-ee6a106d1cc8","https://medius.microsoft.com/video/asset/Transcript/29007081-8323-476e-8a69-ee6a106d1cc8","https://medius.microsoft.com/video/asset/Thumbnail/29007081-8323-476e-8a69-ee6a106d1cc8","Build and deploy an Azure app with your agent team","<p><strong>Introduction and Setup:</strong> The session begins with brief opening remarks and gratitude for the attendees' patience as the presenters prepare...","Azure|Agents|Developer|GitHub Copilot|GitHub|Deployment Pipelines|GitHub Copilot CLI|DevTools|Skills|Agentic SDLC","Brady Gaster, Rong Lu","2026/06/03 0:30:00"
